Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kertu,9/18/2018 19:46,0:07:38,,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Safari MAC (Cadmium),0:07:38,Not latest view,EE (Estonia)
Kertu,9/18/2018 19:36,0:10:47,,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/18/2018 19:15,0:11:55,,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Safari MAC (Cadmium),0:11:55,Not latest view,EE (Estonia)
Kertu,9/18/2018 18:17,0:22:10,Autoplayed: user action: None; ,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Safari MAC (Cadmium),0:22:43,Not latest view,EE (Estonia)
Kertu,9/18/2018 18:12,0:04:26,,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Safari MAC (Cadmium),0:22:44,Not latest view,EE (Estonia)
Kertu,9/17/2018 19:13,0:17:40,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Safari MAC (Cadmium),0:18:18,Not latest view,EE (Estonia)
Kertu,9/17/2018 18:47,0:22:44,,Friends: Season 2: The One Where Heckles Dies (Episode 3),,Safari MAC (Cadmium),0:22:45,Not latest view,EE (Estonia)
Kertu,9/17/2018 18:44,0:02:31,,Friends: Season 2: The One with the Breast Milk (Episode 2),,Safari MAC (Cadmium),0:22:37,Not latest view,EE (Estonia)
Kertu,9/17/2018 17:26,0:20:06,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the Breast Milk (Episode 2),,Safari MAC (Cadmium),0:20:06,Not latest view,EE (Estonia)
Kertu,9/17/2018 16:57,0:21:19,Autoplayed: user action: None; ,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Safari MAC (Cadmium),0:22:03,Not latest view,EE (Estonia)
Kertu,9/17/2018 16:28,0:20:55,,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/17/2018 16:18,0:00:07,,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Safari MAC (Cadmium),0:01:47,Not latest view,EE (Estonia)
Kertu,9/16/2018 19:43,0:01:44,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Safari MAC (Cadmium),0:01:44,Not latest view,EE (Estonia)
Kertu,9/16/2018 19:20,0:22:36,,Friends: Season 1: The One with the Birth (Episode 23),,Safari MAC (Cadmium),0:22:36,Not latest view,EE (Estonia)
Kertu,9/16/2018 19:17,0:02:56,,Friends: Season 1: The One with the Ick Factor (Episode 22),,Safari MAC (Cadmium),0:22:37,Not latest view,EE (Estonia)
Kertu,9/16/2018 18:54,0:19:44,Autoplayed: user action: None; ,Friends: Season 1: The One with the Ick Factor (Episode 22),,Safari MAC (Cadmium),0:19:44,Not latest view,EE (Estonia)
Kertu,9/16/2018 18:43,0:10:15,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Fake Monica (Episode 21),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/16/2018 12:33,0:46:38,Autoplayed: user action: User_Interaction; ,Sierra Burgess Is a Loser,,Safari MAC (Cadmium),1:42:19,1:42:19,EE (Estonia)
Kertu,9/16/2018 12:00,0:22:52,,Sierra Burgess Is a Loser,,Safari MAC (Cadmium),0:52:22,Not latest view,EE (Estonia)
Kertu,9/15/2018 17:48,0:23:09,,Sierra Burgess Is a Loser,,Safari MAC (Cadmium),0:29:33,Not latest view,EE (Estonia)
Kertu,9/15/2018 15:18,0:06:27,,Sierra Burgess Is a Loser,,Safari MAC (Cadmium),0:06:27,Not latest view,EE (Estonia)
Kertu,9/15/2018 15:05,0:12:26,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Fake Monica (Episode 21),,Safari MAC (Cadmium),0:12:26,Not latest view,EE (Estonia)
Kertu,9/15/2018 14:31,0:22:38,Autoplayed: user action: None; ,Friends: Season 1: The One with the Evil Orthodontist (Episode 20),,Safari MAC (Cadmium),0:22:39,Not latest view,EE (Estonia)
Kertu,9/15/2018 14:10,0:20:38,,Friends: Season 1: The One Where the Monkey Gets Away (Episode 19),,Safari MAC (Cadmium),0:22:39,Not latest view,EE (Estonia)
Kertu,9/15/2018 14:07,0:01:24,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One Where the Monkey Gets Away (Episode 19),,Safari MAC (Cadmium),0:02:02,Not latest view,EE (Estonia)
Kertu,9/15/2018 13:35,0:22:39,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with All the Poker (Episode 18),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/15/2018 13:05,0:21:56,,Friends: Season 1: The One with the Two Parts: Part 2 (Episode 17),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/15/2018 12:56,0:09:35,,Friends: Season 1: The One with the Two Parts: Part 1 (Episode 16),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/13/2018 19:37,0:13:06,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Two Parts: Part 1 (Episode 16),,Safari MAC (Cadmium),0:13:06,Not latest view,EE (Estonia)
Kertu,9/13/2018 19:18,0:19:13,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Safari MAC (Cadmium),0:22:42,Not latest view,EE (Estonia)
Kertu,9/13/2018 18:42,0:04:09,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Safari MAC (Cadmium),0:03:32,Not latest view,EE (Estonia)
Kertu,9/13/2018 18:17,0:22:03,,Friends: Season 1: The One with the Candy Hearts (Episode 14),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/13/2018 17:59,0:11:51,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Boobies (Episode 13),,Safari MAC (Cadmium),0:22:39,Not latest view,EE (Estonia)
Kertu,9/11/2018 19:01,0:10:49,Autoplayed: user action: None; ,Friends: Season 1: The One with the Boobies (Episode 13),,Safari MAC (Cadmium),0:10:49,Not latest view,EE (Estonia)
Kertu,9/11/2018 18:59,0:02:12,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One with the Dozen Lasagnas (Episode 12),,Safari MAC (Cadmium),0:22:42,Not latest view,EE (Estonia)
Kertu,9/10/2018 19:47,0:19:53,,Friends: Season 1: The One with the Dozen Lasagnas (Episode 12),,Safari MAC (Cadmium),0:20:31,Not latest view,EE (Estonia)
Kertu,9/10/2018 19:25,0:22:01,,Friends: Season 1: The One with Mrs. Bing (Episode 11),,Safari MAC (Cadmium),0:22:41,Not latest view,EE (Estonia)
Kertu,9/10/2018 19:02,0:22:40,Autoplayed: user action: None; ,Friends: Season 1: The One with the Monkey (Episode 10),,Safari MAC (Cadmium),0:22:40,Not latest view,EE (Estonia)
Kertu,9/10/2018 18:37,0:22:40,Autoplayed: user action: User_Interaction; ,Friends: Season 1: The One Where Underdog Gets Away (Episode 9),,Safari MAC (Cadmium),0:22:41,Not latest view,EE (Estonia)
Kertu,8/29/2018 18:19,1:35:01,,To All the Boys I’ve Loved Before,,Apple TV 2,1:35:41,Not latest view,EE (Estonia)
Kertu,8/29/2018 18:17,0:00:45,,To All the Boys I’ve Loved Before,,Apple TV 2,0:00:45,Not latest view,EE (Estonia)
Kertu,8/28/2018 19:22,1:21:43,Autoplayed: user action: User_Interaction; ,Sex and the City: The Movie,,Safari MAC (Cadmium),2:17:33,Not latest view,EE (Estonia)
Kertu,8/28/2018 18:19,0:25:55,,Sex and the City: The Movie,,Safari MAC (Cadmium),0:56:01,Not latest view,EE (Estonia)
Kertu,8/28/2018 17:48,0:30:08,Autoplayed: user action: User_Interaction; ,Sex and the City: The Movie,,Safari MAC (Cadmium),0:30:08,Not latest view,EE (Estonia)
Kertu,8/24/2018 16:02,0:03:56,Autoplayed: user action: User_Interaction; ,Clueless,,Safari MAC (Cadmium),0:32:10,0:32:10,EE (Estonia)
Kertu,8/23/2018 19:45,0:28:14,,Clueless,,Safari MAC (Cadmium),0:28:14,Not latest view,EE (Estonia)
Kertu,8/22/2018 18:33,0:08:20,Autoplayed: user action: User_Interaction; ,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),1:34:21,Not latest view,EE (Estonia)
Kertu,8/22/2018 18:13,0:11:06,Autoplayed: user action: User_Interaction; ,Dude,,Safari MAC (Cadmium),0:05:45,0:05:45,EE (Estonia)
Kertu,8/22/2018 12:32,0:01:07,Autoplayed: user action: User_Interaction; ,SPF-18,,Safari MAC (Cadmium),0:28:01,0:28:01,EE (Estonia)
Kertu,8/22/2018 11:20,1:10:55,Autoplayed: user action: User_Interaction; ,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),1:08:07,Not latest view,EE (Estonia)
Kertu,8/22/2018 7:44,0:07:31,Autoplayed: user action: User_Interaction; ,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),0:25:50,Not latest view,EE (Estonia)
Kertu,8/21/2018 20:03,0:14:36,Autoplayed: user action: User_Interaction; ,The Kissing Booth,,Safari MAC (Cadmium),1:01:47,Not latest view,EE (Estonia)
Kertu,8/21/2018 17:06,2:27:00,Autoplayed: user action: User_Interaction; ,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),1:33:45,Not latest view,EE (Estonia)
Kertu,8/21/2018 17:06,0:00:26,,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),0:00:26,Not latest view,EE (Estonia)
Kertu,8/21/2018 10:26,0:00:01,,To All the Boys I’ve Loved Before,,Safari MAC (Cadmium),0:00:01,Not latest view,EE (Estonia)
Kertu,8/9/2018 18:29,0:08:14,Autoplayed: user action: User_Interaction; ,Chalk It Up,,Safari MAC (Cadmium),0:08:14,0:08:14,EE (Estonia)
Kertu,8/8/2018 20:12,1:29:21,Autoplayed: user action: User_Interaction; ,Dance-Off,,Safari MAC (Cadmium),1:31:26,1:31:26,EE (Estonia)
Kertu,8/8/2018 19:40,0:03:20,Autoplayed: user action: User_Interaction; ,#realityhigh,,Safari MAC (Cadmium),0:25:35,0:25:35,EE (Estonia)
Kertu,8/8/2018 18:03,0:21:54,,#realityhigh,,Safari MAC (Cadmium),0:21:54,Not latest view,EE (Estonia)
Kertu,8/6/2018 18:08,1:47:22,Autoplayed: user action: User_Interaction; ,How It Ends,,Safari MAC (Cadmium),1:47:29,1:47:29,EE (Estonia)
Kertu,8/6/2018 10:59,1:33:30,Autoplayed: user action: User_Interaction; ,Before I Fall,,Safari MAC (Cadmium),1:33:30,Not latest view,EE (Estonia)
Kertu,8/3/2018 6:42,0:11:37,,Baywatch,,Apple iPhone 7 Plus (GSM),1:52:26,1:52:26,EE (Estonia)
Kertu,8/2/2018 19:16,1:08:56,,Baywatch,,Safari MAC (Cadmium),1:40:46,Not latest view,EE (Estonia)
Kertu,8/2/2018 17:28,0:31:52,,Baywatch,,Safari MAC (Cadmium),0:31:52,Not latest view,EE (Estonia)
Kertu,8/2/2018 16:34,0:53:36,Autoplayed: user action: User_Interaction; ,Sugar Rush: Season 1: Surprise! (Episode 1),,Safari MAC (Cadmium),0:53:36,0:53:36,EE (Estonia)
Kertu,8/2/2018 13:18,0:11:01,Autoplayed: user action: User_Interaction; ,Central Intelligence,,Safari MAC (Cadmium),1:42:06,1:42:06,EE (Estonia)
Kertu,8/2/2018 12:36,0:25:01,,Central Intelligence,,Apple iPhone 7 Plus (GSM),1:31:25,Not latest view,EE (Estonia)
Kertu,8/2/2018 7:34,0:01:24,,Central Intelligence,,Apple iPhone 7 Plus (GSM),1:06:30,Not latest view,EE (Estonia)
Kertu,8/2/2018 7:19,0:09:51,,Central Intelligence,,Safari MAC (Cadmium),1:05:06,Not latest view,EE (Estonia)
Kertu,8/1/2018 19:44,0:55:19,,Central Intelligence,,Safari MAC (Cadmium),0:55:19,Not latest view,EE (Estonia)
Kertu,8/1/2018 7:55,0:03:53,,Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood (Episode 15),,Apple iPhone 7 Plus (GSM),0:03:53,0:03:53,EE (Estonia)
Kertu,8/1/2018 7:50,0:04:09,,Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart (Episode 13),,Apple iPhone 7 Plus (GSM),0:41:59,0:41:59,EE (Estonia)
Kertu,8/1/2018 7:46,0:02:56,,Riverdale: Season 2: Chapter Twenty: Tales from the Darkside (Episode 7),,Apple iPhone 7 Plus (GSM),0:02:57,0:02:57,EE (Estonia)
Kertu,7/29/2018 19:38,0:06:50,,Friends: Season 1: The One Where Nana Dies Twice (Episode 8),,Apple iPhone 7 Plus (GSM),0:06:40,Not latest view,EE (Estonia)
Kertu,7/24/2018 17:14,0:47:51,,Catch Me If You Can,,Apple iPhone 7 Plus (GSM),0:47:51,0:47:51,EE (Estonia)
Kertu,7/18/2018 8:39,0:19:46,Autoplayed: user action: User_Interaction; ,Shadowhunters: The Mortal Instruments: Season 3: What Lies Beneath (Episode 3),,Safari MAC (Cadmium),0:20:41,Not latest view,EE (Estonia)
Kertu,7/18/2018 8:35,0:03:27,,Shadowhunters: The Mortal Instruments: Season 3: The Powers That Be (Episode 2),,Safari MAC (Cadmium),0:40:33,0:40:33,EE (Estonia)
Kertu,7/11/2018 13:44,0:05:16,,Shadowhunters: The Mortal Instruments: Season 3: The Powers That Be (Episode 2),,Safari MAC (Cadmium),0:37:10,Not latest view,EE (Estonia)
Kertu,7/11/2018 12:37,0:21:24,Autoplayed: user action: User_Interaction; ,Shadowhunters: The Mortal Instruments: Season 3: The Powers That Be (Episode 2),,Safari MAC (Cadmium),0:31:57,Not latest view,EE (Estonia)
Kertu,7/11/2018 12:25,0:10:48,,Shadowhunters: The Mortal Instruments: Season 3: The Powers That Be (Episode 2),,Apple iPhone 7 Plus (GSM),0:11:28,Not latest view,EE (Estonia)
Kertu,7/11/2018 12:08,0:11:47,,Shadowhunters: The Mortal Instruments: Season 3: On Infernal Ground (Episode 1),,Apple iPhone 7 Plus (GSM),0:41:46,0:41:46,EE (Estonia)
Kertu,7/8/2018 8:43,0:04:51,,Shadowhunters: The Mortal Instruments: Season 3: On Infernal Ground (Episode 1),,Apple iPhone 7 Plus (GSM),0:29:59,Not latest view,EE (Estonia)
Kertu,7/7/2018 21:46,0:18:50,,Shadowhunters: The Mortal Instruments: Season 3: On Infernal Ground (Episode 1),,Safari MAC (Cadmium),0:25:06,Not latest view,EE (Estonia)
Kertu,7/3/2018 2:14,0:34:38,,She's All That,,Apple iPhone 7 Plus (GSM),1:31:59,1:31:59,UY (Uruguay)
Kertu,7/3/2018 1:58,0:08:02,,She's All That,,Apple iPhone 7 Plus (GSM),0:57:18,Not latest view,UY (Uruguay)
Kertu,7/3/2018 1:23,0:23:06,,She's All That,,Apple iPhone 7 Plus (GSM),0:49:13,Not latest view,UY (Uruguay)
Kertu,7/3/2018 0:01,0:09:00,,She's All That,,Apple iPhone 7 Plus (GSM),0:26:00,Not latest view,UY (Uruguay)
Kertu,7/2/2018 23:48,0:07:16,,She's All That,,Apple iPhone 7 Plus (GSM),0:16:58,Not latest view,UY (Uruguay)
Kertu,7/2/2018 21:14,0:09:29,,She's All That,,Apple iPhone 7 Plus (GSM),0:09:32,Not latest view,UY (Uruguay)
Kertu,6/30/2018 1:06,0:00:04,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:00:04,0:00:04,UY (Uruguay)
Kertu,6/30/2018 1:02,0:03:49,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:55:19,Not latest view,UY (Uruguay)
Kertu,6/29/2018 22:14,0:16:48,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:51:30,Not latest view,UY (Uruguay)
Kertu,6/28/2018 23:44,0:19:57,,Date with Love,,Apple iPhone 7 Plus (GSM),0:19:59,0:19:59,UY (Uruguay)
Kertu,6/28/2018 12:58,0:10:53,,Rip Tide,,Apple iPhone 7 Plus (GSM),1:23:02,Not latest view,UY (Uruguay)
Kertu,6/28/2018 1:24,0:52:03,,Rip Tide,,Apple iPhone 7 Plus (GSM),1:12:07,Not latest view,UY (Uruguay)
Kertu,6/28/2018 0:09,0:20:06,,Rip Tide,,Apple iPhone 7 Plus (GSM),0:20:11,Not latest view,UY (Uruguay)
Kertu,6/27/2018 23:56,0:10:44,,How to Lose a Guy in 10 Days,,Apple iPhone 7 Plus (GSM),1:51:28,1:51:28,UY (Uruguay)
Kertu,6/27/2018 14:50,0:42:42,,How to Lose a Guy in 10 Days,,Apple iPhone 7 Plus (GSM),1:40:42,Not latest view,UY (Uruguay)
Kertu,6/27/2018 12:14,0:35:17,,How to Lose a Guy in 10 Days,,Apple iPhone 7 Plus (GSM),0:57:52,Not latest view,UY (Uruguay)
Kertu,6/27/2018 2:41,0:19:32,,How to Lose a Guy in 10 Days,,Apple iPhone 7 Plus (GSM),0:22:26,Not latest view,UY (Uruguay)
Kertu,6/27/2018 1:23,0:02:47,,How to Lose a Guy in 10 Days,,Apple iPhone 7 Plus (GSM),0:02:52,Not latest view,UY (Uruguay)
Kertu,6/27/2018 1:16,0:04:22,,Step Sisters,,Apple iPhone 7 Plus (GSM),0:04:37,0:04:37,UY (Uruguay)
Kertu,6/27/2018 0:13,0:06:28,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:34:42,Not latest view,UY (Uruguay)
Kertu,6/26/2018 23:28,0:25:04,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:28:13,Not latest view,UY (Uruguay)
Kertu,6/26/2018 23:28,0:00:03,,November 13: Attack on Paris: Limited Series: Episode 2,,Apple iPhone 7 Plus (GSM),0:39:02,0:39:02,UY (Uruguay)
Kertu,6/26/2018 22:42,0:03:09,,November 13: Attack on Paris: Limited Series: Episode 3,,Apple iPhone 7 Plus (GSM),0:03:09,Not latest view,UY (Uruguay)
Kertu,6/26/2018 21:53,0:36:42,,November 13: Attack on Paris: Limited Series: Episode 2,,Apple iPhone 7 Plus (GSM),0:57:21,Not latest view,UY (Uruguay)
Kertu,6/26/2018 21:53,0:00:11,,November 13: Attack on Paris: Limited Series: Episode 1,,Apple iPhone 7 Plus (GSM),0:00:11,0:00:11,UY (Uruguay)
Kertu,6/26/2018 16:19,0:20:39,,November 13: Attack on Paris: Limited Series: Episode 2,,Apple iPhone 7 Plus (GSM),0:20:39,Not latest view,UY (Uruguay)
Kertu,6/26/2018 15:33,0:28:09,,November 13: Attack on Paris: Limited Series: Episode 1,,Apple iPhone 7 Plus (GSM),0:47:11,Not latest view,UY (Uruguay)
Kertu,6/21/2018 12:43,0:04:05,,November 13: Attack on Paris: Limited Series: Episode 1,,Apple iPhone 7 Plus (GSM),0:17:44,Not latest view,UY (Uruguay)
Kertu,6/21/2018 2:04,0:03:33,,November 13: Attack on Paris: Limited Series: Episode 1,,Apple iPhone 7 Plus (GSM),0:13:36,Not latest view,UY (Uruguay)
Kertu,6/21/2018 0:44,0:09:57,,November 13: Attack on Paris: Limited Series: Episode 1,,Apple iPhone 7 Plus (GSM),0:10:02,Not latest view,UY (Uruguay)
Kertu,6/19/2018 13:28,0:24:34,,Set It Up,,Apple iPhone 7 Plus (GSM),1:40:24,1:40:24,UY (Uruguay)
Kertu,6/19/2018 3:54,0:26:47,,Set It Up,,Apple iPhone 7 Plus (GSM),1:15:48,Not latest view,UY (Uruguay)
Kertu,6/18/2018 23:06,0:48:55,,Set It Up,,Apple iPhone 7 Plus (GSM),0:48:58,Not latest view,UY (Uruguay)
Kertu,6/14/2018 12:46,0:09:09,,Save the Last Dance,,Apple iPhone 7 Plus (GSM),0:09:09,0:09:09,UY (Uruguay)
Kertu,6/14/2018 1:44,0:12:18,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:12:21,Not latest view,UY (Uruguay)
Kertu,6/13/2018 23:34,0:11:12,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:00:02,Not latest view,UY (Uruguay)
Kertu,6/13/2018 21:17,0:12:34,,Gilmore Girls: Season 1: Pilot (Episode 1),,Apple iPhone 7 Plus (GSM),0:12:07,0:12:07,UY (Uruguay)
Kertu,6/13/2018 0:02,0:16:34,,Footloose,,Apple iPhone 7 Plus (GSM),1:48:32,1:48:32,UY (Uruguay)
Kertu,6/12/2018 21:56,0:54:44,,Footloose,,Apple iPhone 7 Plus (GSM),1:31:55,Not latest view,UY (Uruguay)
Kertu,6/12/2018 20:23,0:38:15,,Footloose,,Apple iPhone 7 Plus (GSM),0:37:08,Not latest view,UY (Uruguay)
Kertu,6/12/2018 19:19,0:20:14,,Give Me a K! Give Me a C!,,Safari MAC (Cadmium),0:20:14,0:20:14,EE (Estonia)
Kertu,6/12/2018 18:55,0:23:50,Autoplayed: user action: User_Interaction; ,K.C. Undercover: Season 1: My Sister from Another Mother… Board (Episode 2),,Safari MAC (Cadmium),0:23:50,0:23:50,UY (Uruguay)
Kertu,6/12/2018 18:55,0:00:08,Autoplayed: user action: User_Interaction; ,K.C. Undercover: Season 1: Pilot (Episode 1),,Safari MAC (Cadmium),0:00:08,0:00:08,UY (Uruguay)
Kertu,6/12/2018 18:39,1:24:33,,Be Somebody,,Apple iPhone 7 Plus (GSM),1:27:33,1:27:33,UY (Uruguay)
Kertu,6/12/2018 18:30,0:08:34,,Alex Strangelove,,Apple iPhone 7 Plus (GSM),1:30:08,1:30:08,UY (Uruguay)
Kertu,6/12/2018 17:42,0:04:29,,Alex Strangelove,,Apple iPhone 7 Plus (GSM),0:04:30,Not latest view,UY (Uruguay)
Kertu,6/12/2018 17:34,0:07:14,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:40:23,Not latest view,UY (Uruguay)
Kertu,6/12/2018 13:10,0:17:47,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:33:59,Not latest view,UY (Uruguay)
Kertu,6/12/2018 1:23,0:37:02,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:16:12,Not latest view,UY (Uruguay)
Kertu,6/11/2018 23:59,0:01:09,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),0:39:09,Not latest view,UY (Uruguay)
Kertu,6/11/2018 22:02,0:17:33,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),0:37:59,Not latest view,UY (Uruguay)
Kertu,6/11/2018 19:32,0:18:52,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),0:20:26,Not latest view,UY (Uruguay)
Kertu,6/11/2018 17:41,0:01:09,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),0:01:09,Not latest view,UY (Uruguay)
Kertu,6/11/2018 16:01,0:44:41,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:43:44,Not latest view,UY (Uruguay)
Kertu,6/11/2018 14:03,1:01:23,,The Kissing Booth,,Apple iPhone 7 Plus (GSM),1:01:13,Not latest view,UY (Uruguay)
Kertu,6/11/2018 13:29,0:32:33,,Ibiza: Love Drunk,,Apple iPhone 7 Plus (GSM),1:33:52,Not latest view,UY (Uruguay)
Kertu,6/11/2018 4:19,0:21:05,,Ibiza: Love Drunk,,Apple iPhone 7 Plus (GSM),0:56:43,Not latest view,UY (Uruguay)
Kertu,6/11/2018 2:18,0:35:38,,Ibiza: Love Drunk,,Apple iPhone 7 Plus (GSM),0:35:38,Not latest view,UY (Uruguay)
Kertu,6/5/2018 0:05,0:04:20,,Shadowhunters: The Mortal Instruments: Season 3: On Infernal Ground (Episode 1),,Apple iPhone 7 Plus (GSM),0:06:20,Not latest view,UY (Uruguay)
Kertu,6/4/2018 23:58,0:03:09,,Friends: Season 1: The One with the Butt (Episode 6),,Apple iPhone 7 Plus (GSM),0:14:40,Not latest view,UY (Uruguay)
Kertu,6/3/2018 22:03,0:11:26,,Friends: Season 1: The One with the Butt (Episode 6),,Apple iPhone 7 Plus (GSM),0:11:29,Not latest view,UY (Uruguay)
Kertu,6/3/2018 21:45,0:04:50,,No Strings Attached,,Apple iPhone 7 Plus (GSM),1:43:29,1:43:29,UY (Uruguay)
Kertu,6/3/2018 20:09,0:53:20,,No Strings Attached,,Apple iPhone 7 Plus (GSM),1:38:51,Not latest view,UY (Uruguay)
Kertu,6/3/2018 18:57,0:04:32,,No Strings Attached,,Apple iPhone 7 Plus (GSM),0:45:27,Not latest view,UY (Uruguay)
Kertu,6/3/2018 18:55,0:00:08,,Gaga: Five Foot Two,,Apple iPhone 7 Plus (GSM),0:19:52,0:19:52,UY (Uruguay)
Kertu,6/3/2018 0:22,2:00:15,Autoplayed: user action: User_Interaction; ,Into the Woods,,Safari MAC (Cadmium),2:05:23,2:05:23,UY (Uruguay)
Kertu,6/2/2018 13:32,0:10:58,,No Strings Attached,,Apple iPhone 7 Plus (GSM),0:42:36,Not latest view,UY (Uruguay)
Kertu,6/2/2018 2:30,0:31:34,,No Strings Attached,,Apple iPhone 7 Plus (GSM),0:31:36,Not latest view,UY (Uruguay)
Kertu,6/2/2018 2:20,0:01:58,,Shadowhunters: The Mortal Instruments: Season 3: On Infernal Ground (Episode 1),,Apple iPhone 7 Plus (GSM),0:01:58,Not latest view,UY (Uruguay)
Kertu,6/1/2018 22:44,0:02:55,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Apple iPhone 7 Plus (GSM),0:22:41,Not latest view,UY (Uruguay)
Kertu,6/1/2018 18:08,0:12:27,,Locked Up: Season 1: Dead Mosquito (Episode 1),,Apple iPhone 7 Plus (GSM),0:12:27,0:12:27,UY (Uruguay)
Kertu,6/1/2018 17:36,0:08:16,,13 Reasons Why: Beyond the Reasons: Season 2: Beyond the Reasons Season 2 (Episode 1),,Apple iPhone 7 Plus (GSM),0:08:19,0:08:19,UY (Uruguay)
Kertu,6/1/2018 15:56,1:06:55,,13 Reasons Why: Season 2: Bye (Episode 13),,Apple iPhone 7 Plus (GSM),1:06:55,Not latest view,UY (Uruguay)
Kertu,6/1/2018 15:12,0:26:56,,13 Reasons Why: Season 2: The Box of Polaroids (Episode 12),,Apple iPhone 7 Plus (GSM),0:52:56,0:52:56,UY (Uruguay)
Kertu,6/1/2018 12:52,0:05:17,,13 Reasons Why: Season 2: The Box of Polaroids (Episode 12),,Apple iPhone 7 Plus (GSM),0:26:09,Not latest view,UY (Uruguay)
Kertu,6/1/2018 12:35,0:11:10,,13 Reasons Why: Season 2: The Box of Polaroids (Episode 12),,Apple iPhone 7 Plus (GSM),0:20:51,Not latest view,UY (Uruguay)
Kertu,6/1/2018 0:24,0:04:00,,13 Reasons Why: Season 2: The Box of Polaroids (Episode 12),,Apple iPhone 7 Plus (GSM),0:09:34,Not latest view,UY (Uruguay)
Kertu,5/31/2018 23:55,0:05:31,,13 Reasons Why: Season 2: The Box of Polaroids (Episode 12),,Apple iPhone 7 Plus (GSM),0:05:31,Not latest view,UY (Uruguay)
Kertu,5/31/2018 20:32,0:07:22,,13 Reasons Why: Season 2: The Smile at the End of the Dock (Episode 6),,Apple iPhone 7 Plus (GSM),0:07:22,0:07:22,UY (Uruguay)
Kertu,5/31/2018 20:31,0:00:14,,13 Reasons Why: Season 2: The Smile at the End of the Dock (Episode 6),,Apple iPhone 7 Plus (GSM),0:54:27,Not latest view,UY (Uruguay)
Kertu,5/31/2018 12:49,0:54:30,,13 Reasons Why: Season 2: Bryce and Chloe (Episode 11),,Apple iPhone 7 Plus (GSM),0:56:54,0:56:54,UY (Uruguay)
